author,id.x,position,fname,lastn,gender,pubtitle,date,id.y
"Okada, Kazunori",103,4,Kazunori,Okada,NA,ACM Conference on Innovation and Technology in Computer Science Education,2018,1773
"Okamoto, Karen",427,1,Karen,Okamoto,female,Public Services Quarterly,2013,944
"Okun, Morris",366,5,Morris,Okun,male,Basic & Applied Social Psychology,2016,1774
"Olitsky, Neal",566,1,Neal,Olitsky,male,Research in Higher Education,2014,1775
"Oliver-Hoyo, Maria",307,3,Maria,Oliver-Hoyo,female,New Directions for Institutional Research,2011,946
"Olsen, Deborah",534,3,Deborah,Olsen,female,Higher Education,2012,947
"Ong, Maria",280,1,Maria,Ong,female,Journal of Diversity in Higher Education,2015,949
"Ong, Maria",280,1,Maria,Ong,female,Harvard Educational Review,2011,948
"Ong, Maria",280,1,Maria,Ong,female,Journal of Research in Science Teaching,2018,951
"Ong, Maria",280,1,Maria,Ong,female,Journal of Engineering Education,2017,950
"Ong, Maria",312,3,Maria,Ong,female,Journal of Diversity in Higher Education,2015,949
"Ong, Maria",312,3,Maria,Ong,female,Harvard Educational Review,2011,948
"Ong, Maria",312,3,Maria,Ong,female,Journal of Research in Science Teaching,2018,951
"Ong, Maria",312,3,Maria,Ong,female,Journal of Engineering Education,2017,950
"Ong, Maria",38,4,Maria,Ong,female,Journal of Diversity in Higher Education,2015,949
"Ong, Maria",38,4,Maria,Ong,female,Harvard Educational Review,2011,948
"Ong, Maria",38,4,Maria,Ong,female,Journal of Research in Science Teaching,2018,951
"Ong, Maria",38,4,Maria,Ong,female,Journal of Engineering Education,2017,950
"Ong, Maria",243,1,Maria,Ong,female,Journal of Diversity in Higher Education,2015,949
"Ong, Maria",243,1,Maria,Ong,female,Harvard Educational Review,2011,948
"Ong, Maria",243,1,Maria,Ong,female,Journal of Research in Science Teaching,2018,951
"Ong, Maria",243,1,Maria,Ong,female,Journal of Engineering Education,2017,950
"Oppenheimer, Bonnie",514,3,Bonnie,Oppenheimer,female,JCOM: Journal of Science Communication,2009,952
"Orfield, Gary",243,4,Gary,Orfield,male,Harvard Educational Review,2011,1776
"Oriol, Nancy",28,7,Nancy,Oriol,female,Advances in Physiology Education,2014,953
"Oschatz, Kerstin",45,4,Kerstin,Oschatz,female,Journal of educational psychology,2017,955
"Osei-Kofi, Nana",521,1,Nana,Osei-Kofi,male,Cultural Studies of Science Education,2015,1777
"Otondo, Robert",273,1,Robert,Otondo,male,Communications of the Association for Information Systems,2018,1778
"Outlay, Christina",105,1,Christina,Outlay,female,ACM Transactions on Computing Education,2017,956
"Owens, Rhea",468,5,Rhea,Owens,female,Journal of Psychoeducational Assessment,2012,957
"Ozaki, C. Casey",421,2,C. Casey,Ozaki,NA,NASPA Journal About Women in Higher Education,2017,959
"Ozgumus, Ezgi",493,3,Ezgi,Ozgumus,NA,Journal of experimental social psychology,2018,960
"Ozgumus, Ezgi",493,3,Ezgi,Ozgumus,NA,Psychology of Women Quarterly,2018,961
"Ozgumus, Ezgi",178,3,Ezgi,Ozgumus,NA,Journal of experimental social psychology,2018,960
"Ozgumus, Ezgi",178,3,Ezgi,Ozgumus,NA,Psychology of Women Quarterly,2018,961
"Packard, Becky",132,1,Becky,Packard,female,Journal of Women and Minorities in Science and Engineering,2011,964
"Packard, Becky",132,1,Becky,Packard,female,Community College Journal of Research & Practice,2012,962
"Packard, Becky",132,1,Becky,Packard,female,Journal of Women and Minorities in Science and Engineering,2011,963
"Packard, Becky",133,1,Becky,Packard,female,Journal of Women and Minorities in Science and Engineering,2011,964
"Packard, Becky",133,1,Becky,Packard,female,Community College Journal of Research & Practice,2012,962
"Packard, Becky",133,1,Becky,Packard,female,Journal of Women and Minorities in Science and Engineering,2011,963
"Packard, Becky",387,1,Becky,Packard,female,Journal of Women and Minorities in Science and Engineering,2011,964
"Packard, Becky",387,1,Becky,Packard,female,Community College Journal of Research & Practice,2012,962
"Packard, Becky",387,1,Becky,Packard,female,Journal of Women and Minorities in Science and Engineering,2011,963
"Paechter, Manuela",239,3,Manuela,Paechter,female,Frontiers in Psychology,2017,965
"Page, Marianne",356,2,Marianne,Page,female,Quarterly Journal of Economics,2010,966
"Pahwa, Anil",258,3,Anil,Pahwa,male,"2007 37th Annual Frontiers In Education Conference - Global Engineering: Knowledge Without Borders, Opportunities Without Passports",2007,1779
"Painter, Sarah",115,4,Sarah,Painter,female,Journal of Women and Minorities in Science and Engineering,2015,967
"Paluck, Elizabeth",505,2,Elizabeth,Paluck,female,Social psychology quarterly,2015,968
"Palumbo, Laura",169,1,Laura,Palumbo,female,Journal of Academic Librarianship,2016,969
"Paretti, Marie",597,3,Marie,Paretti,female,Social Psychology of Education,2013,970
"Parikh, Sanjai",519,3,Sanjai,Parikh,NA,Soil Science Society of America Journal,2018,1780
"Park, Bernadette",52,3,Bernadette,Park,female,Social Sciences,2018,975
"Park, Bernadette",52,3,Bernadette,Park,female,Personality and Social Psychology Bulletin,2018,973
"Park, Bernadette",52,3,Bernadette,Park,female,Educational Psychology,2018,971
"Park, Bernadette",52,3,Bernadette,Park,female,Sex Roles,2016,974
"Park, Bernadette",52,3,Bernadette,Park,female,Journal of personality and social psychology,2017,972
"Park, Bernadette",474,2,Bernadette,Park,female,Social Sciences,2018,975
"Park, Bernadette",474,2,Bernadette,Park,female,Personality and Social Psychology Bulletin,2018,973
"Park, Bernadette",474,2,Bernadette,Park,female,Educational Psychology,2018,971
"Park, Bernadette",474,2,Bernadette,Park,female,Sex Roles,2016,974
"Park, Bernadette",474,2,Bernadette,Park,female,Journal of personality and social psychology,2017,972
"Park, Bernadette",327,2,Bernadette,Park,female,Social Sciences,2018,975
"Park, Bernadette",327,2,Bernadette,Park,female,Personality and Social Psychology Bulletin,2018,973
"Park, Bernadette",327,2,Bernadette,Park,female,Educational Psychology,2018,971
"Park, Bernadette",327,2,Bernadette,Park,female,Sex Roles,2016,974
"Park, Bernadette",327,2,Bernadette,Park,female,Journal of personality and social psychology,2017,972
"Park, Bernadette",575,3,Bernadette,Park,female,Social Sciences,2018,975
"Park, Bernadette",575,3,Bernadette,Park,female,Personality and Social Psychology Bulletin,2018,973
"Park, Bernadette",575,3,Bernadette,Park,female,Educational Psychology,2018,971
"Park, Bernadette",575,3,Bernadette,Park,female,Sex Roles,2016,974
"Park, Bernadette",575,3,Bernadette,Park,female,Journal of personality and social psychology,2017,972
"Park, Bernadette",394,3,Bernadette,Park,female,Social Sciences,2018,975
"Park, Bernadette",394,3,Bernadette,Park,female,Personality and Social Psychology Bulletin,2018,973
"Park, Bernadette",394,3,Bernadette,Park,female,Educational Psychology,2018,971
"Park, Bernadette",394,3,Bernadette,Park,female,Sex Roles,2016,974
"Park, Bernadette",394,3,Bernadette,Park,female,Journal of personality and social psychology,2017,972
"Park, Lora",471,1,Lora,Park,female,Personality and Social Psychology Bulletin,2011,977
"Park, Lora",471,1,Lora,Park,female,Personality and Social Psychology Bulletin,2018,978
"Park, Lora",471,1,Lora,Park,female,Journal of Applied Social Psychology,2016,976
"Park, Lora",634,1,Lora,Park,female,Personality and Social Psychology Bulletin,2011,977
"Park, Lora",634,1,Lora,Park,female,Personality and Social Psychology Bulletin,2018,978
"Park, Lora",634,1,Lora,Park,female,Journal of Applied Social Psychology,2016,976
"Park, Lora",473,1,Lora,Park,female,Personality and Social Psychology Bulletin,2011,977
"Park, Lora",473,1,Lora,Park,female,Personality and Social Psychology Bulletin,2018,978
"Park, Lora",473,1,Lora,Park,female,Journal of Applied Social Psychology,2016,976
"Parker, Caroline",551,2,Caroline,Parker,female,Journal of Science Education and Technology,2016,979
"Parson, Laura",345,1,Laura,Parson,female,NASPA Journal About Women in Higher Education,2017,980
"Parson, Laura",345,1,Laura,Parson,female,Qualitative Report,2016,981
"Parson, Laura",421,1,Laura,Parson,female,NASPA Journal About Women in Higher Education,2017,980
"Parson, Laura",421,1,Laura,Parson,female,Qualitative Report,2016,981
"Parsons, Eileen",285,2,Eileen,Parsons,female,Science Education,2018,982
"Pascale, Amanda",423,1,Amanda,Pascale,female,NASPA Journal About Women in Higher Education,2018,983
"Pasha-Zaidi, Nausheen",537,1,Nausheen,Pasha-Zaidi,NA,International Journal of Science and Mathematics Education,2016,984
"Pasque, Penny",607,3,Penny,Pasque,female,Review of Higher Education,2017,985
"Patall, Erika",287,1,Erika,Patall,female,Science Education,2018,986
"Patel, Chirag",420,2,Chirag,Patel,male,NASPA Journal About Women in Higher Education,2017,1781
"Paulson, Laura",560,5,Laura,Paulson,female,Research in Higher Education,2015,988
"Pawley, Alice",430,2,Alice,Pawley,female,Studies in Higher Education,2014,989
"Peach, Jennifer",48,2,Jennifer,Peach,female,Journal of educational psychology,2015,990
"Pearson, Rodney",273,2,Rodney,Pearson,male,Communications of the Association for Information Systems,2018,1782
"Pedersen, Daphne",429,1,Daphne,Pedersen,female,Journal of Feminist Family Therapy,2017,991
"Pedersen, Daphne",429,1,Daphne,Pedersen,female,Sociological Focus,2018,992
"Pedersen, Daphne",409,1,Daphne,Pedersen,female,Journal of Feminist Family Therapy,2017,991
"Pedersen, Daphne",409,1,Daphne,Pedersen,female,Sociological Focus,2018,992
"Pedescleaux, Jerie",79,2,Jerie,Pedescleaux,NA,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,993
"Pelch, Michael",381,2,Michael,Pelch,male,International Journal of STEM Education,2018,1784
"Pelch, Michael",381,2,Michael,Pelch,male,Chemistry Education Research and Practice,2018,1783
"Pelch, Michael",538,1,Michael,Pelch,male,International Journal of STEM Education,2018,1784
"Pelch, Michael",538,1,Michael,Pelch,male,Chemistry Education Research and Practice,2018,1783
"Pena, Kylee",516,1,Kylee,Pena,female,SMPTE Motion Imaging Journal,2018,994
"Penn, Lee",34,5,Lee,Penn,male,Journal of Counseling Psychology,2018,1786
"Penner, Andrew",331,2,Andrew,Penner,male,Social Sciences,2017,1787
"Pennings, Pleuni",103,3,Pleuni,Pennings,NA,ACM Conference on Innovation and Technology in Computer Science Education,2018,996
"Perelli, Sheri",213,3,Sheri,Perelli,female,Career Development International,2013,997
"Perez-Felkner, Lara",229,2,Lara,Perez-Felkner,female,Frontiers in psychology,2015,1000
"Perez-Felkner, Lara",229,2,Lara,Perez-Felkner,female,Frontiers in Psychology,2017,999
"Perez-Felkner, Lara",229,2,Lara,Perez-Felkner,female,Developmental psychology,2012,998
"Perez-Felkner, Lara",235,2,Lara,Perez-Felkner,female,Frontiers in psychology,2015,1000
"Perez-Felkner, Lara",235,2,Lara,Perez-Felkner,female,Frontiers in Psychology,2017,999
"Perez-Felkner, Lara",235,2,Lara,Perez-Felkner,female,Developmental psychology,2012,998
"Perez-Felkner, Lara",31,1,Lara,Perez-Felkner,female,Frontiers in psychology,2015,1000
"Perez-Felkner, Lara",31,1,Lara,Perez-Felkner,female,Frontiers in Psychology,2017,999
"Perez-Felkner, Lara",31,1,Lara,Perez-Felkner,female,Developmental psychology,2012,998
"Perez-Felkner, Laura",411,1,Laura,Perez-Felkner,female,Journal of Higher Education,2018,1001
"Perez-Felkneri, Lara",231,1,Lara,Perez-Felkneri,female,Frontiers in Psychology,2017,1002
"Perez, Tony",157,2,Tony,Perez,male,Contemporary Educational Psychology,2013,1788
"Perna, Laura",568,1,Laura,Perna,female,Research in Higher Education,2009,1003
"Peters, Vanessa",284,4,Vanessa,Peters,female,Journal of Research in Science Teaching,2016,1004
"Petersen, Jennifer",581,3,Jennifer,Petersen,female,Sex Roles,2017,1005
"Petzel, Zachary",574,2,Zachary,Petzel,male,Sex Roles,2018,1789
"Phillips, Katherine",5,2,Katherine,Phillips,female,Journal of Research in Gender Studies,2016,1006
"Piacentini, Mario",202,2,Mario,Piacentini,male,Research Policy,2018,1790
"Piatek-Jimenez, Katrina",403,1,Katrina,Piatek-Jimenez,female,International Journal of Science Education,2018,1007
"Pickup, Austin",395,2,Austin,Pickup,male,Educational Studies,2017,1791
"Pietri, Evava",493,1,Evava,Pietri,NA,Psychology of Women Quarterly,2018,1010
"Pietri, Evava",493,1,Evava,Pietri,NA,Journal of experimental social psychology,2018,1009
"Pietri, Evava",493,1,Evava,Pietri,NA,Journal of Experimental Psychology: Applied,2018,1008
"Pietri, Evava",49,2,Evava,Pietri,NA,Psychology of Women Quarterly,2018,1010
"Pietri, Evava",49,2,Evava,Pietri,NA,Journal of experimental social psychology,2018,1009
"Pietri, Evava",49,2,Evava,Pietri,NA,Journal of Experimental Psychology: Applied,2018,1008
"Pietri, Evava",178,1,Evava,Pietri,NA,Psychology of Women Quarterly,2018,1010
"Pietri, Evava",178,1,Evava,Pietri,NA,Journal of experimental social psychology,2018,1009
"Pietri, Evava",178,1,Evava,Pietri,NA,Journal of Experimental Psychology: Applied,2018,1008
"Pinkus, Rebecca",471,4,Rebecca,Pinkus,female,Personality and Social Psychology Bulletin,2011,1011
"Pitt, Susan",275,6,Susan,Pitt,female,Journal of Medical Internet Research,2018,1013
"Pituch, Keenan",287,4,Keenan,Pituch,male,Science Education,2018,1792
"Plank, Kathryn",404,4,Kathryn,Plank,female,International Journal of Science Education,2018,1014
"Plant, E. Ashby",576,2,E. Ashby,Plant,NA,Sex Roles,2018,1015
"Platt, Alana",105,2,Alana,Platt,female,ACM Transactions on Computing Education,2017,1016
"Plaut, Victoria",590,2,Victoria,Plaut,female,Sex Roles,2013,1017
"Pola, Carolina",136,24,Carolina,Pola,female,Cell Stem Cell,2015,1018
"Polanin, Joshua",279,5,Joshua,Polanin,male,Journal of Leadership Studies,2013,1793
"Polkowska, Dominika",611,1,Dominika,Polkowska,female,Journal of technology management & innovation,2013,1019
"Pollack, Ilana",374,6,Ilana,Pollack,female,PLoS ONE,2017,1020
"Pollart, Susan",275,9,Susan,Pollart,female,Journal of Medical Internet Research,2018,1021
"Pollock, Steven",489,4,Steven,Pollock,male,Psychology of Women Quarterly,2017,1794
"Pomeroy, Claire",136,25,Claire,Pomeroy,female,Cell Stem Cell,2015,1022
"Poondej, Chanut",24,3,Chanut,Poondej,NA,Physical Review Physics Education Research,2016,1795
"Porche, Michelle",509,2,Michelle,Porche,female,Urban Education,2014,1023
"Potter, Walter",19,4,Walter,Potter,male,"Proceedings - 2016 International Conference on Computational Science and Computational Intelligence, CSCI 2016",2017,1796
"Potvin, Geoff",321,5,Geoff,Potvin,NA,Social Sciences,2018,1024
"Potvin, Martha",352,5,Martha,Potvin,female,Bioscience,2015,1025
"Power, Hannah",520,11,Hannah,Power,female,Palgrave Communications,2018,1026
"Prenni, Jessica",557,5,Jessica,Prenni,female,Journal of the American Society for Mass Spectrometry,2017,1027
"Preston, Anne",173,2,Anne,Preston,female,Journal of Economic Behavior & Organization,2012,1028
"Price, C. Aaron",365,1,C. Aaron,Price,NA,Applied Developmental Science,2018,1029
"Price, Joshua",165,1,Joshua,Price,male,Economics of Education Review,2010,1797
"Prime, Dominic",459,1,Dominic,Prime,male,Journal of Career Assessment,2015,1798
"Prislin, Radmila",582,3,Radmila,Prislin,NA,Sex Roles,2013,1030
"Pruss, Sara",59,5,Sara,Pruss,female,Cell Biology Education,2017,1031
"Purcell, Bernice",2,1,Bernice,Purcell,female,Journal of Case Studies in Accreditation and Assessment,2014,1032
"Purnamasari, Agustina",441,2,Agustina,Purnamasari,female,Community College Review,2012,1033
"Pyne, Jake",134,3,Jake,Pyne,male,BMC Public Health,2015,1799
"Qian, Zhenchao",335,3,Zhenchao,Qian,NA,Demographic Research,2016,1800
"Queeney, Kate",59,6,Kate,Queeney,female,Cell Biology Education,2017,1034
"Quinn, Elizabeth",264,2,Elizabeth,Quinn,female,2017 IEEE Women in Engineering (WIE) Forum USA East,2018,1035
"Quinn, Kate",42,2,Kate,Quinn,female,Journal of Diversity in Higher Education,2011,1036
"Quinn, Kate",42,2,Kate,Quinn,female,Journal of Women and Minorities in Science and Engineering,2007,1037
"Quinn, Kate",129,2,Kate,Quinn,female,Journal of Diversity in Higher Education,2011,1036
"Quinn, Kate",129,2,Kate,Quinn,female,Journal of Women and Minorities in Science and Engineering,2007,1037
"Rabasco, Helena",578,4,Helena,Rabasco,female,Sex Roles,2018,1038
"Rackley, Kadie",464,2,Kadie,Rackley,female,Journal of Career Development,2017,1039
"Radicchi, Filippo",368,5,Filippo,Radicchi,male,PLoS Biology,2016,1801
"Rainey, Katherine",539,1,Katherine,Rainey,female,International Journal of STEM Education,2018,1040
"Ramachandran, Sohini",631,3,Sohini,Ramachandran,NA,Genome biology,2016,1041
"Raman, D. Raj",145,2,D. Raj,Raman,NA,International Journal of Engineering Education,2013,1802
"Ramirez, Gerardo",587,2,Gerardo,Ramirez,male,Sex Roles,2011,1803
"Ramo, Danielle",275,7,Danielle,Ramo,female,Journal of Medical Internet Research,2018,1043
"Ramsey, Laura",596,1,Laura,Ramsey,female,Social Psychology of Education,2013,1044
"Randall, Ian",270,1,Ian,Randall,male,Physics World,2016,1804
"Rankins, Claudia",109,1,Claudia,Rankins,female,New Directions for Higher Education,2013,1045
"Rankins, Claudia",109,1,Claudia,Rankins,female,Peer Review,2014,1046
"Rankins, Claudia",300,2,Claudia,Rankins,female,New Directions for Higher Education,2013,1045
"Rankins, Claudia",300,2,Claudia,Rankins,female,Peer Review,2014,1046
