author,fname,lname,gender,pubtitle,date,id,pubtype
"Foster, Margaret",Margaret, Foster,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,236,conference
"Bailey, Margaret",Margaret, Bailey,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,245,conference
"Di Stefano, Marialusia",Marialusia, Di Stefano,NA,"ASEE Annual Conference and Exposition, Conference Proceedings",2018,293,conference
"Hunsinger, Matthew",Matthew, Hunsinger,male,Proceedings of the National Academy of Sciences of the United States of America,NA,1035,conference
"Borrego, Maura",Maura, Borrego,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,232,conference
"Valentine, Maureen",Maureen, Valentine,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,246,conference
"Valentine, Maureen",Maureen, Valentine,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2015,327,conference
"Anazco, Mayari I.",Mayari I., Anazco,NA,"ASEE Annual Conference and Exposition, Conference Proceedings",2018,277,conference
"Keogh, Megan",Megan,Keogh,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2018,237,conference
"Martiros, Melissa",Melissa, Martiros,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2018,296,conference
"Scircle, Melissa McManus",Melissa McManus, Scircle,NA,Proceedings of the National Academy of Sciences of the United States of America,NA,1034,conference
"West, Michael",Michael, West,male,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,249,conference
"Bugallo, Monica",Monica, Bugallo,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2018,320,conference
"Bugallo, Monica",Monica, Bugallo,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2018,312,conference
"Dickson, Nancy",Nancy, Dickson,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2018,295,conference
"Choe, Nathan",Nathan, Choe,male,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,234,conference
"Yates, Nicole",Nicole,Yates,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,279,conference
"Dasgupta, Nilanja",Nilanja,Dasgupta,NA,Proceedings of the National Academy of Sciences of the United States of America,NA,1033,conference
"Dasgupta, Nilanjana",Nilanjana, Dasgupta,NA,Proceedings of the National Academy of Sciences of the United States of America,2017,1032,conference
"Sapienza, Paola",Paola, Sapienza,female,Proceedings of the National Academy of Sciences of the United States of America,2014,1037,conference
"Monaco, Paul",Paul, Monaco,male,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,285,conference
"Jensen, Paula",Paula,Jensen,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,248,conference
"Hammrich, Penny",Penny, Hammrich,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,259,conference
"Imoukhuede, Princess",Princess, Imoukhuede,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,308,conference
"Imoukhuede, Princess",Princess, Imoukhuede,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2018,334,conference
"Baker, Rachel",Rachel, Baker,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2018,278,conference
"Rincon, Roberta",Roberta, Rincon,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,280,conference
"Rincon, Roberta",Roberta,Rincon,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2018,336,conference
"Brandt, Ronald",Ronald,Brandt,male,"ASEE Annual Conference and Exposition, Conference Proceedings",2015,317,conference
"Andreasen, Rrobin",Rrobin, Andreasen,NA,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,264,conference
"Mendenhall, Ruby",Ruby,Mendenhall,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2018,330,conference
"Mendenhall, Ruby",Ruby, Mendenhall,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,307,conference
"Jordan-Bloch, Sara",Sara,Jordan-Bloch,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2018,256,conference
"Mullen, Sarah",Sarah, Mullen,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2018,297,conference
"Beverly, Selyna",Selyna, Beverly,NA,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,241,conference
"Brady, Shabnam",Shabnam, Brady,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,302,conference
"Kamberi, Shahnaz",Shahnaz,Kamberi,female,Proceedings of the 7th IEEE Integrated STEM Education Conference,2017,831,conference
"Mason, Sharon",Sharon,Mason,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2015,323,conference
"Mason, Sharon",Sharon, Mason,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,244,conference
"Freese, Shelby",Shelby, Freese,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2018,275,conference
"Cohen, Shoshanah",Shoshanah, Cohen,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2018,257,conference
"Gupta, Siddhartha",Siddhartha, Gupta,male,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,283,conference
"Coffman-Wolph, Stephany",Stephany,Coffman-Wolph,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2018,321,conference
"Ceci, Stephen",Stephen, Ceci,male,Proceedings of the National Academy of Sciences of the United States of America,2015,1040,conference
"Kellogg, Stuart",Stuart, Kellogg,male,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,251,conference
"Mengel, Susan",Susan, Mengel,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,286,conference
"Sontgerath, Suzanne",Suzanne, Sontgerath,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,229,conference
"Zurn-Birkhimer, Suzanne",Suzanne,Zurn-Birkhimer,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2018,276,conference
"Carter, T'Shana",T'Shana, Carter,NA,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,303,conference
"Dennehy, Tara",Tara,Dennehy,female,Proceedings of the National Academy of Sciences of the United States of America,2017,1031,conference
"Taha, Thiab",Thiab, Taha,NA,"Proceedings - 2016 International Conference on Computational Science and Computational Intelligence, CSCI 2016",2017,47,conference
"Potter, Walter",Walter, Potter,male,"Proceedings - 2016 International Conference on Computational Science and Computational Intelligence, CSCI 2016",2017,46,conference
"Williams, Wendy",Wendy,Williams,female,Proceedings of the National Academy of Sciences of the United States of America,2015,1039,conference
"Zastavker, Y.V.",Y.V., Zastavker,NA,"ASEE Annual Conference and Exposition, Conference Proceedings",2018,267,conference
"Wu, Zhen",Zhen,Wu,NA,"ASEE Annual Conference and Exposition, Conference Proceedings",2018,260,conference
