author,id.x,position,fname,lname,gender,pubtitle,date,id.y
"McCarthy, Raymond",617,1,Raymond,McCarthy,male,Journal of Technology Education,2008,1880
"McClellan, E.M.",453,4,E.M., McClellan,NA,Group Processes and Intergroup Relations,2018,1360
"McClelland, Sara",496,1,Sara,McClelland,female,Psychology of Women Quarterly,2015,1514
"McCracken, Mary",542,4,Mary, McCracken,female,Journal of Autism and Developmental Disorders,2013,1653
"McCullough, Laura",222,1,Laura,McCullough,female,Forum on Public Policy Online,2011,718
"McDaniel, Anne",353,1,Anne,McDaniel,female,European Sociological Review,2016,1077
"McDaniel, Paul",519,8,Paul, McDaniel,male,Soil Science Society of America Journal,2018,1584
"McDonald, Sarah-Kathryn",31,2,Sarah-Kathryn, McDonald,NA,Developmental psychology,2012,87
"McGarvey, Mary",613,2,Mary, McGarvey,female,Review of Regional Studies,2017,1874
"McGee, Ebony",385,1,Ebony,McGee,female,Cognition and Instruction,2017,1201
"McGee, Richard",525,1,Richard,McGee,male,AIDS and Behavior,2016,1610
"McGeorge, Christi",117,3,Christi, McGeorge,female,Journal of Women and Minorities in Science and Engineering,2012,387
"McGrath, Lynn",603,3,Lynn, McGrath,female,PRIMUS,2018,1850
"McGready, John",371,2,John, McGready,male,PLoS ONE,2014,1130
"McGuire, Saundra",16,2,Saundra, McGuire,female,Journal of chemical education,2014,35
"McHugh, Louise",172,2,Louise, McHugh,female,Journal of Contextual Behavioral Science,2017,572
"McKinley, William",60,5,William, McKinley,male,Horttechnology,2014,213
"McLoughlin, Lisa",396,1,Lisa,McLoughlin,female,Engineering Studies,2009,1229
"McManus, Melissa",51,4,Melissa, McManus,female,Journal of personality and social psychology,2011,172
"McNeely, Connie",642,2,Connie, McNeely,female,Review of Policy Research,2010,1946
"McNeely, Connie",642,2,Connie,McNeely,female,Review of Policy Research,2010,1943
"McNeely, Connie",642,2,Connie, McNeely,female,Review of Policy Research,2009,1948
"McNeely, Connie",641,2,Connie, McNeely,female,Review of Policy Research,2010,1946
"McNeely, Connie",641,2,Connie,McNeely,female,Review of Policy Research,2010,1943
"McNeely, Connie",641,2,Connie, McNeely,female,Review of Policy Research,2009,1948
"McNeely, Connie",640,1,Connie, McNeely,female,Review of Policy Research,2010,1946
"McNeely, Connie",640,1,Connie,McNeely,female,Review of Policy Research,2010,1943
"McNeely, Connie",640,1,Connie, McNeely,female,Review of Policy Research,2009,1948
"McPherson, Erin",394,1,Erin,McPherson,female,Educational Psychology,2018,1224
"McPherson, Erin",394,1,Erin,McPherson,female,Personality and Social Psychology Bulletin,2018,1438
"McPherson, Erin",474,1,Erin,McPherson,female,Educational Psychology,2018,1224
"McPherson, Erin",474,1,Erin,McPherson,female,Personality and Social Psychology Bulletin,2018,1438
"McPherson, Ezella",123,1,Ezella,McPherson,NA,Journal of Women and Minorities in Science and Engineering,2016,405
"Meadowbrooke, Chrysta",276,2,Chrysta, Meadowbrooke,NA,Journal of Medical Internet Research,2013,853
"Means, Barbara",284,1,Barbara,Means,female,Journal of Research in Science Teaching,2016,892
"Medina-Borja,",64,4,, Medina-Borja,NA,American Society for Engineering Education,2007,227
"Mehl, Matthias",503,4,Matthias, Mehl,male,Social Psychological and Personality Science,2011,1543
"Melguizo, Tatiana",569,1,Tatiana,Melguizo,female,Research in Higher Education,2012,1734
"Melkers, Julia",500,2,Julia, Melkers,female,Science Technology and Human Values,2018,1529
"Melki, Christina",291,2,Christina, Melki,female,Science Education,2014,917
"Melon, Laverne",58,2,Laverne, Melon,male,CBE Life Sciences Education,2016,200
"Meltzoff, Andrew",44,3,Andrew, Meltzoff,male,International Review of Social Psychology,2014,1869
"Meltzoff, Andrew",44,3,Andrew, Meltzoff,male,Journal of educational psychology,2016,137
"Meltzoff, Andrew",44,3,Andrew, Meltzoff,male,Frontiers in psychology,2015,733
"Meltzoff, Andrew",44,3,Andrew, Meltzoff,male,Journal of experimental child psychology,2017,585
"Meltzoff, Andrew",610,3,Andrew, Meltzoff,male,International Review of Social Psychology,2014,1869
"Meltzoff, Andrew",610,3,Andrew, Meltzoff,male,Journal of educational psychology,2016,137
"Meltzoff, Andrew",610,3,Andrew, Meltzoff,male,Frontiers in psychology,2015,733
"Meltzoff, Andrew",610,3,Andrew, Meltzoff,male,Journal of experimental child psychology,2017,585
"Meltzoff, Andrew",227,3,Andrew, Meltzoff,male,International Review of Social Psychology,2014,1869
"Meltzoff, Andrew",227,3,Andrew, Meltzoff,male,Journal of educational psychology,2016,137
"Meltzoff, Andrew",227,3,Andrew, Meltzoff,male,Frontiers in psychology,2015,733
"Meltzoff, Andrew",227,3,Andrew, Meltzoff,male,Journal of experimental child psychology,2017,585
"Meltzoff, Andrew",176,4,Andrew, Meltzoff,male,International Review of Social Psychology,2014,1869
"Meltzoff, Andrew",176,4,Andrew, Meltzoff,male,Journal of educational psychology,2016,137
"Meltzoff, Andrew",176,4,Andrew, Meltzoff,male,Frontiers in psychology,2015,733
"Meltzoff, Andrew",176,4,Andrew, Meltzoff,male,Journal of experimental child psychology,2017,585
"Mendenhall, Ruby",89,3,Ruby,Mendenhall,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2018,330
"Mendenhall, Ruby",89,3,Ruby, Mendenhall,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,307
"Mendenhall, Ruby",97,1,Ruby,Mendenhall,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2018,330
"Mendenhall, Ruby",97,1,Ruby, Mendenhall,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,307
"Mengel, Susan",83,6,Susan, Mengel,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,286
"Mervis, Jeffrey",12,1,Jeffrey,Mervis,male,Science,2011,27
"Metcalf, Heather",237,4,Heather, Metcalf,female,Frontiers in Psychology,2017,764
"Metcalf, Heather",237,4,Heather,Metcalf,female,Nature Human Behaviour,2018,1049
"Metcalf, Heather",344,1,Heather, Metcalf,female,Frontiers in Psychology,2017,764
"Metcalf, Heather",344,1,Heather,Metcalf,female,Nature Human Behaviour,2018,1049
"Metz, Anneke",30,3,Anneke, Metz,female,Cultural diversity & ethnic minority psychology,2014,83
"Meyer, Meredith",241,1,Meredith, Meyer,female,Science,2014,25
"Meyer, Meredith",241,1,Meredith,Meyer,female,Frontiers in Psychology,2015,773
"Meyer, Meredith",11,3,Meredith, Meyer,female,Science,2014,25
"Meyer, Meredith",11,3,Meredith,Meyer,female,Frontiers in Psychology,2015,773
"Michelmore, Katherine",209,4,Katherine, Michelmore,female,Social Sciences,2017,976
"Michelmore, Katherine",209,4,Katherine, Michelmore,female,Social Forces,2013,1095
"Michelmore, Katherine",209,4,Katherine, Michelmore,female,Social science research,2017,680
"Michelmore, Katherine",360,4,Katherine, Michelmore,female,Social Sciences,2017,976
"Michelmore, Katherine",360,4,Katherine, Michelmore,female,Social Forces,2013,1095
"Michelmore, Katherine",360,4,Katherine, Michelmore,female,Social science research,2017,680
"Michelmore, Katherine",318,2,Katherine, Michelmore,female,Social Sciences,2017,976
"Michelmore, Katherine",318,2,Katherine, Michelmore,female,Social Forces,2013,1095
"Michelmore, Katherine",318,2,Katherine, Michelmore,female,Social science research,2017,680
"Mickelson, Roslyn",501,4,Roslyn, Mickelson,female,International Journal of STEM Education,2018,1643
"Mickelson, Roslyn",501,4,Roslyn, Mickelson,female,Social Currents,2016,1534
"Mickelson, Roslyn",501,4,Roslyn, Mickelson,female,Economics of Education Review,2015,556
"Mickelson, Roslyn",163,3,Roslyn, Mickelson,female,International Journal of STEM Education,2018,1643
"Mickelson, Roslyn",163,3,Roslyn, Mickelson,female,Social Currents,2016,1534
"Mickelson, Roslyn",163,3,Roslyn, Mickelson,female,Economics of Education Review,2015,556
"Mickelson, Roslyn",539,3,Roslyn, Mickelson,female,International Journal of STEM Education,2018,1643
"Mickelson, Roslyn",539,3,Roslyn, Mickelson,female,Social Currents,2016,1534
"Mickelson, Roslyn",539,3,Roslyn, Mickelson,female,Economics of Education Review,2015,556
"Middleton, Emily",277,11,Emily, Middleton,female,American Journal of Physical Anthropology,2018,867
"Milesi, Carolina",229,1,Carolina,Milesi,female,Frontiers in Psychology,2017,741
"Milgram, Donna",274,1,Donna,Milgram,female,Technology and Engineering Teacher,2011,842
"Miller, Bridget",175,2,Bridget, Miller,female,Journal of experimental child psychology,2017,580
"Miller, David",194,1,David,Miller,male,Frontiers in psychology,2015,765
"Miller, David",194,1,David,Miller,male,Learning and Individual Differences,2013,642
"Miller, David",194,1,David, Miller,male,Perspectives on Psychological Science,2016,1453
"Miller, David",238,1,David,Miller,male,Frontiers in psychology,2015,765
"Miller, David",238,1,David,Miller,male,Learning and Individual Differences,2013,642
"Miller, David",238,1,David, Miller,male,Perspectives on Psychological Science,2016,1453
"Miller, David",478,2,David,Miller,male,Frontiers in psychology,2015,765
"Miller, David",478,2,David,Miller,male,Learning and Individual Differences,2013,642
"Miller, David",478,2,David, Miller,male,Perspectives on Psychological Science,2016,1453
"Miller, Emily",444,2,Emily, Miller,female,Educational Researcher,2018,1337
"Miller, Evonne",633,2,Evonne, Miller,female,International Journal of Art & Design Education,2016,1924
"Miller, Matthew",189,2,Matthew, Miller,male,Journal of Counseling Psychology,2018,100
"Miller, Matthew",189,2,Matthew, Miller,male,Journal of vocational behavior,2015,624
"Miller, Matthew",34,3,Matthew, Miller,male,Journal of Counseling Psychology,2018,100
"Miller, Matthew",34,3,Matthew, Miller,male,Journal of vocational behavior,2015,624
"Miller, Rebecca",312,2,Rebecca, Miller,female,Journal of Engineering Education,2017,958
"Mills, Anne",275,5,Anne, Mills,female,Journal of Medical Internet Research,2018,847
"Min, Pyong Gap",397,1,Pyong Gap,Min,NA,Ethnic and Racial Studies,2015,1230
"Minasny, Budiman",518,3,Budiman, Minasny,NA,Journal of Soil and Water Conservation,2008,1576
"Mineo, Concetta",492,2,Concetta, Mineo,female,Psychology of Women Quarterly,2013,1500
"Miner, Kathi",487,4,Kathi, Miner,NA,Psychology of Women Quarterly,2013,1480
"Miner, Kathi",487,4,Kathi,Miner,NA,Journal of Women and Minorities in Science and Engineering,2017,389
"Miner, Kathi",118,1,Kathi, Miner,NA,Psychology of Women Quarterly,2013,1480
"Miner, Kathi",118,1,Kathi,Miner,NA,Journal of Women and Minorities in Science and Engineering,2017,389
"Minney, Jessy",591,5,Jessy, Minney,male,Sex Roles,2015,1816
"Minnotte, Krista",41,2,Krista, Minnotte,female,Journal of Feminist Family Therapy,2017,1260
"Minnotte, Krista",41,2,Krista, Minnotte,female,Journal of Diversity in Higher Education,2010,129
"Minnotte, Krista",41,2,Krista, Minnotte,female,Sociological Focus,2018,1300
"Minnotte, Krista",429,2,Krista, Minnotte,female,Journal of Feminist Family Therapy,2017,1260
"Minnotte, Krista",429,2,Krista, Minnotte,female,Journal of Diversity in Higher Education,2010,129
"Minnotte, Krista",429,2,Krista, Minnotte,female,Sociological Focus,2018,1300
"Minnotte, Krista",409,2,Krista, Minnotte,female,Journal of Feminist Family Therapy,2017,1260
"Minnotte, Krista",409,2,Krista, Minnotte,female,Journal of Diversity in Higher Education,2010,129
"Minnotte, Krista",409,2,Krista, Minnotte,female,Sociological Focus,2018,1300
"Miquel, María-José",171,3,María-José, Miquel,NA,Journal of Business Research,2016,570
"Misra, Joya",320,1,Joya,Misra,female,Social Sciences,2017,982
"Miyake, Akira",489,5,Akira, Miyake,female,Psychology of Women Quarterly,2017,1488
"Molenda, Aneta",485,2,Aneta, Molenda,female,Psychology of Women Quarterly,2015,1472
"Moller, Stephanie",163,4,Stephanie, Moller,female,International Journal of STEM Education,2018,1645
"Moller, Stephanie",163,4,Stephanie, Moller,female,Social Currents,2016,1532
"Moller, Stephanie",163,4,Stephanie, Moller,female,Economics of Education Review,2015,557
"Moller, Stephanie",501,2,Stephanie, Moller,female,International Journal of STEM Education,2018,1645
"Moller, Stephanie",501,2,Stephanie, Moller,female,Social Currents,2016,1532
"Moller, Stephanie",501,2,Stephanie, Moller,female,Economics of Education Review,2015,557
"Moller, Stephanie",539,5,Stephanie, Moller,female,International Journal of STEM Education,2018,1645
"Moller, Stephanie",539,5,Stephanie, Moller,female,Social Currents,2016,1532
"Moller, Stephanie",539,5,Stephanie, Moller,female,Economics of Education Review,2015,557
"Monaco, Paul",83,5,Paul, Monaco,male,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,285
"Monje-Paulson, Laura",410,6,Laura, Monje-Paulson,female,Journal of Higher Education,2017,1266
"Montoya, Amanda",53,3,Amanda, Montoya,female,Psychological bulletin,2017,178
"Moons, Wesley",450,2,Wesley, Moons,male,Group Processes & Intergroup Relations,2015,1351
"Moore, Chelsea",577,3,Chelsea, Moore,female,Sex Roles,2016,1763
"Moote, Julie",585,3,Julie, Moote,female,Sex Roles,2017,1791
"Moote, Julie",585,3,Julie, Moote,female,American Educational Research Journal,2017,1313
"Moote, Julie",436,2,Julie, Moote,female,Sex Roles,2017,1791
"Moote, Julie",436,2,Julie, Moote,female,American Educational Research Journal,2017,1313
"Morales, Danielle",286,1,Danielle,Morales,female,Science Education,2018,899
"Moreira, João A.",368,4,João A., Moreira,NA,PLoS Biology,2016,1120
"Morgan, Helen",220,4,Helen, Morgan,female,Learning Communities: Research & Practice,2016,713
"Morgan, Stephen",208,1,Stephen,Morgan,male,Social science research,2013,674
"Morganson, Valerie",626,1,Valerie,Morganson,female,Career Development Quarterly,2015,1906
"Morganson, Valerie",626,1,Valerie,Morganson,female,Career Development Quarterly,2010,1903
"Morganson, Valerie",627,1,Valerie,Morganson,female,Career Development Quarterly,2015,1906
"Morganson, Valerie",627,1,Valerie,Morganson,female,Career Development Quarterly,2010,1903
"Morin, Diane",215,7,Diane, Morin,female,International Journal of Mentoring and Coaching in Education,2015,702
"Morris, Zoe",581,4,Zoe, Morris,female,Sex Roles,2017,1778
"Morse, Audra",83,7,Audra, Morse,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,287
"Morton, Christina",68,1,Christina,Morton,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,240
"Morton, Karisma",230,2,Karisma, Morton,female,Frontiers in Psychology,2017,746
"Morton, Rebecca",61,3,Rebecca, Morton,female,Photogrammetric Engineering & Remote Sensing,2017,216
"Morton, Terrell",285,1,Terrell,Morton,male,Science Education,2018,897
"Moscatelli, Adriana",176,3,Adriana, Moscatelli,female,Journal of experimental child psychology,2017,584
"Moss-Racusin, Corinne",485,1,Corinne, Moss-Racusin,female,Proceedings of the National Academy of Sciences of the United States of America,2015,1043
"Moss-Racusin, Corinne",485,1,Corinne,Moss-Racusin,female,Psychology of Women Quarterly,2015,1471
"Moss-Racusin, Corinne",485,1,Corinne,Moss-Racusin,female,Sex Roles,2018,1764
"Moss-Racusin, Corinne",341,3,Corinne, Moss-Racusin,female,Proceedings of the National Academy of Sciences of the United States of America,2015,1043
"Moss-Racusin, Corinne",341,3,Corinne,Moss-Racusin,female,Psychology of Women Quarterly,2015,1471
"Moss-Racusin, Corinne",341,3,Corinne,Moss-Racusin,female,Sex Roles,2018,1764
"Moss-Racusin, Corinne",578,1,Corinne, Moss-Racusin,female,Proceedings of the National Academy of Sciences of the United States of America,2015,1043
"Moss-Racusin, Corinne",578,1,Corinne,Moss-Racusin,female,Psychology of Women Quarterly,2015,1471
"Moss-Racusin, Corinne",578,1,Corinne,Moss-Racusin,female,Sex Roles,2018,1764
"Moss-Racusin, Corrinne",49,1,Corrinne,Moss-Racusin,female,Journal of Experimental Psychology: Applied,2018,157
"Moss, Justin",342,1,Justin,Moss,male,NACTA Journal; Twin Falls,2011,1045
"Mountz, Alison",622,1,Alison,Mountz,female,Canadian Geographer / Le Géographe canadien,2016,1895
"Moyer, Christina",30,5,Christina, Moyer,female,Cultural diversity & ethnic minority psychology,2014,85
"Muguira, Maritza",258,6,Maritza, Muguira,female,"2007 37th Annual Frontiers In Education Conference - Global Engineering: Knowledge Without Borders, Opportunities Without Passports",2007,809
"Mullen, Sarah",86,4,Sarah, Mullen,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2018,297
"Muller, Carol",638,4,Carol, Muller,female,Journal of Social Issues,2011,1941
"Muller, Chandra",437,4,Chandra, Muller,female,American Educational Research Journal,2012,1320
"Multon, Karen",468,2,Karen, Multon,female,Journal of Psychoeducational Assessment,2012,1414
"Mulvey, Kelly",175,1,Kelly,Mulvey,female,Journal of experimental child psychology,2017,579
"Mulvey, Kelly Lynn",363,1,Kelly Lynn,Mulvey,NA,Early Childhood Research Quarterly,2018,1100
"Mummery, Christine",136,21,Christine, Mummery,female,Cell Stem Cell,2015,467
"Muret-Wagstaff, Sharon",28,2,Sharon, Muret-Wagstaff,female,Advances in Physiology Education,2014,70
"Murphy, Mary",226,4,Mary, Murphy,female,Frontiers in Psychology,2017,730
"Murphy, Susan",193,2,Susan, Murphy,female,Leadership Quarterly,2016,641
"Mustafa, Hadil",80,1,Hadil,Mustafa,NA,"ASEE Annual Conference and Exposition, Conference Proceedings",2018,274
"Mutahi, Teresa",297,1,Teresa,Mutahi,female,Women in Higher Education,2016,927
